|Descr|Edad mínima|Género|Link|Location|Número de inquilinos|Price|area|estadoconservacion|gastosincluidosenalquiler|gastosincluidosenalquiler |habitacionamueblada|numbanos|numhabitaciones|superficieutil
2398|Es una habitación individual exterior disponible a partir del dia 15-10-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-san_bernardo_campus_platina37007-945856909674665_109600/|San Bernardo-Campus-Platina (Salamanca Capital)||240|salamanca|0|0.0||Amueblada|1|4|90
2399|Es una habitación individual exterior disponible a partir del dia 11-09-2017. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909690987_109600/|San Bernardo-Campus-Platina (Salamanca Capital)||125|salamanca|En buen estado|0.0||Amueblada|1|3|80
2400|Es una habitación individual  disponible a partir del dia 03-10-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-salamanca_capital_centro_casco_historico37001-945856909696285_109600/|Centro-Casco Histórico (Salamanca Capital)||220|salamanca|0|0.0||Amueblada|1|3|80
2401|Es una habitación individual exterior disponible a partir del dia 01-03-2018. La duración mínima del contrato es...|18||/alquilar/habitacion-salamanca_capital_distrito_centro37001-945856909625166_109600/|Centro-Casco Histórico (Salamanca Capital)|2|210|salamanca|En buen estado|0.0||Amueblada|2|4|120
2402|Es una habitación doble  disponible a partir del dia 03-10-2019. El tamaño de la habitación es mediana,  con fia...|18||/alquilar/habitacion-salamanca_capital_centro_casco_historico37001-945856909696284_109600/|Centro-Casco Histórico (Salamanca Capital)||230|salamanca|0|0.0||Amueblada|1|3|80
2403|Es una habitación individual exterior disponible a partir del dia 01-07-2018. La duración mínima del contrato es...|18||/alquilar/habitacion-salamanca_capital_centro_casco_historico37001-945856909704379_109600/|Centro-Casco Histórico (Salamanca Capital)|1|190|salamanca|En buen estado|0.0||Amueblada|1|4|120
2404|Es una habitación individual exterior disponible a partir del dia 04-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909687615_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|4|250|salamanca|0|0.0||Amueblada|4|5|90
2405|Es una habitación individual exterior disponible a partir del dia 11-09-2017. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909691340_109600/|San Bernardo-Campus-Platina (Salamanca Capital)||125|salamanca|En buen estado|0.0||Amueblada|1|3|80
2406|Es una habitación individual exterior disponible a partir del dia 11-09-2017. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909691339_109600/|San Bernardo-Campus-Platina (Salamanca Capital)||125|salamanca|En buen estado|0.0||Amueblada|1|3|80
2407|Es una habitación individual  disponible a partir del dia 01-02-2020. La duración mínima del contrato es 5 Meses...|18|Chicas|/alquilar/habitacion-san_bernardo_campus_platina37007-945856909669623_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|5|220|salamanca|En buen estado|0.0||Amueblada|2|5|100
2408|Es una habitación individual exterior disponible a partir del dia 17-08-2017. El tamaño de la habitación es medi...|18||/alquilar/habitacion-garrido_labradores37004-945856909684675_109600/|Garrido-Labradores (Salamanca Capital)|1|225|salamanca|En buen estado|0.0||Amueblada|2|3|79
2409|Es una habitación individual exterior disponible a partir del dia 06-08-2018. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-delicias_prosperidad_rollo_puente_ladrillo37003-945856909672948_109600/|Delicias-Prosperidad-Rollo-Puente Ladrillo (Salamanca Capital)||200|salamanca|0|0.0||Amueblada|2|4|130
2410|Es una habitación individual exterior disponible a partir del dia 01-08-2018. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909666873_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)||165|salamanca|0|0.0||Amueblada|1|3|86
2411|Es una habitación individual exterior disponible a partir del dia 02-10-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909695678_109600/|San Bernardo-Campus-Platina (Salamanca Capital)||125|salamanca|En buen estado|0.0||Amueblada|1|3|80
2412|Es una habitación individual exterior disponible a partir del dia 05-11-2018. El tamaño de la habitación es medi...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909682223_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|3|400|salamanca|En buen estado|0.0||Amueblada|1|3|100
2413|Es una habitación individual exterior disponible a partir del dia 15-05-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909651951_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)||375|salamanca|A estrenar|0.0||Amueblada|2|5|100
2414|Es una habitación individual exterior disponible a partir del dia 14-10-2019. La duración mínima del contrato es...|22||/alquilar/habitacion-vistahermosa_lasalle_tejares37008-945856909698328_109600/|Vistahermosa-Lasalle-Tejares (Salamanca Capital)|1|190|salamanca|En buen estado|0.0||Amueblada|2|2|70
2415|Es una habitación individual exterior disponible a partir del dia 25-06-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-san_bernardo_campus_platina37007-945856909614280_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|5|300|salamanca|En buen estado|0.0||Amueblada|2|5|100
2416|Es una habitación individual exterior disponible a partir del dia 09-09-2019. La duración mínima del contrato es...|20|Chicas|/alquilar/habitacion-vistahermosa_lasalle_tejares37008-945856909687188_109600/|Vistahermosa-Lasalle-Tejares (Salamanca Capital)|1|190|salamanca|En buen estado|0.0||Amueblada|1|2|70
2417|Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...|18|Chicas|/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909667561_109600/|Centro-Casco Histórico (Salamanca Capital)|2|300|salamanca|En buen estado|0.0||Amueblada|2|3|100
2418|Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración máxima del contrato es...|18||/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37007-945856909665263_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)|1|250|salamanca|En buen estado|0.0||Amueblada|1|3|70
2419|Es una habitación individual exterior disponible a partir del dia 15-05-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909651953_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)||400|salamanca|A estrenar|0.0||Amueblada|2|5|100
2420|telefono 636745748habitación estudiantes a siete minutos a pie del campus. El piso tiene ascensor, calefacción y...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909667453_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|3|400|salamanca|En buen estado|0.0||Amueblada|1|3|100
2421|Bonito apartamento de un dormitorio con cama doble + armario empotrado + amplio baño + salón comedor con cocina ...|18||/alquilar/habitacion-santa_marta_de_tormes_centro_urbano-945856909677969_109600/|Santa Marta de Tormes|1|550|salamanca|En buen estado|0.0||Amueblada|1|1|50
2422|Es una habitación individual  disponible a partir del dia 02-07-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-salamanca_capital_distrito_centro37001-945856909667992_109600/|Centro-Casco Histórico (Salamanca Capital)|1|250|salamanca|En buen estado|0.0||Amueblada|1|3|84
2423|Es una habitación individual exterior disponible a partir del dia 06-08-2018. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-delicias_prosperidad_rollo_puente_ladrillo37003-945856909672947_109600/|Delicias-Prosperidad-Rollo-Puente Ladrillo (Salamanca Capital)||200|salamanca|0|0.0||Amueblada|2|4|130
2424|Es una habitación individual exterior disponible a partir del dia 20-05-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909651589_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|2|185|salamanca|En buen estado|0.0||Amueblada|1|4|85
2425|Es una habitación doble exterior disponible a partir del dia 11-12-2017. El tamaño de la habitación es grande,  ...|18||/alquilar/habitacion-el_canto-945856909562437_109600/|El Canto (Villamayor)||475|salamanca|A estrenar|0.0||Amueblada|4|4|30
2426|telefono 636745748habitación estudiantes a siete minutos a pie del campus. El piso tiene ascensor, calefacción y...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909669971_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|3|400|salamanca|En buen estado|0.0||Amueblada|1|3|100
2427|Es una habitación individual exterior disponible a partir del dia 31-01-2020. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-salesas_glorieta_chinchibarra_capuchinos37005-945856909640681_109600/|Salesas-Glorieta-Chinchibarra-Capuchinos (Salamanca Capital)|2|253|salamanca|0|0.0||Amueblada|1|4|74
2428|Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909655484_109600/|Centro-Casco Histórico (Salamanca Capital)||290|salamanca|En buen estado|0.0||Amueblada|2|4|110
2429|Es una habitación individual  disponible a partir del dia 31-01-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909684688_109600/|Centro-Casco Histórico (Salamanca Capital)|3|220|salamanca|En buen estado|0.0||Amueblada|2|6|180
2430|Es una habitación individual exterior disponible a partir del dia 04-07-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-san_bernardo_campus_platina37007-945856909614279_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|5|270|salamanca|En buen estado|0.0||Amueblada|2|5|110
2431|Es una habitación individual  disponible a partir del dia 01-02-2020. La duración mínima del contrato es 5 Meses...|18|Chicas|/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37007-945856909677517_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)|4|240|salamanca|En buen estado|0.0||Amueblada|1|4|75
2432|Es una habitación individual exterior disponible a partir del dia 01-10-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909695349_109600/|San Bernardo-Campus-Platina (Salamanca Capital)||125|salamanca|En buen estado|0.0||Amueblada|1|3|80
2433|Es una habitación individual  disponible a partir del dia 01-07-2018. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909684679_109600/|Centro-Casco Histórico (Salamanca Capital)|5|200|salamanca|En buen estado|0.0||Amueblada|2|6|180
2434|Es una habitación individual exterior disponible a partir del dia 15-05-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909651955_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)||425|salamanca|A estrenar|0.0||Amueblada|2|5|100
2435|Es una habitación individual exterior disponible a partir del dia 24-06-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909661269_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|5|210|salamanca|En buen estado|0.0||Amueblada|1|9|226
2436|Es una habitación individual exterior disponible a partir del dia 10-06-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909667569_109600/|San Bernardo-Campus-Platina (Salamanca Capital)||190|salamanca|En buen estado|0.0||Amueblada|5|9|226
2437|Se alquilan habitaciones al lado de universidad pontificia . Habitaciones amplias y con wifi.Mejor ver sin compr...|18||/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909678897_109600/|Centro-Casco Histórico (Salamanca Capital)||325|salamanca|En buen estado|0.0||Amueblada|2|5|150
2438|Es una habitación individual exterior disponible a partir del dia 25-06-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-san_bernardo_campus_platina37007-945856909614281_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|5|290|salamanca|En buen estado|0.0||Amueblada|2|5|100
2439|Es una habitación individual exterior disponible a partir del dia 19-08-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37007-945856909677745_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)|1|400|salamanca|En buen estado|0.0||Amueblada|1|1|120
2440|Es una habitación individual exterior disponible a partir del dia 01-01-2020. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-san_bernardo_campus_platina37007-945856909695357_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|3|300|salamanca|En buen estado|0.0||Amueblada|2|5|100
2441|Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909661268_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|5|200|salamanca|En buen estado|0.0||Amueblada|1|9|226
2442|Es una habitación individual exterior disponible a partir del dia 27-05-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909655471_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)|2|170|salamanca|En buen estado|0.0||Amueblada|2|3|90
2443|telefono 636745748habitación estudiantes a siete minutos a pie del campus. El piso tiene ascensor, calefacción y...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909683118_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|3|400|salamanca|En buen estado|0.0||0|1|3|100
2444|Es una habitación individual exterior disponible a partir del dia 31-07-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-san_bernardo_campus_platina37007-945856909366447_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|5|350|salamanca|En buen estado|0.0||Amueblada|2|5|100
2445|Es una habitación individual  disponible a partir del dia 01-07-2019. La duración mínima del contrato es Más de ...|18|Chicas|/alquilar/habitacion-salamanca_capital_distrito_centro37001-945856909651597_109600/|Centro-Casco Histórico (Salamanca Capital)|2|270|salamanca|0|0.0||Amueblada|2|3|98
2446|Es una habitación individual exterior disponible a partir del dia 30-08-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-salamanca_capital_distrito_centro37001-945856909668449_109600/|Centro-Casco Histórico (Salamanca Capital)|5|225|salamanca|En buen estado|0.0||Amueblada|2|5|100
2447|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909671078_109600/|Centro-Casco Histórico (Salamanca Capital)|2|265|salamanca|0|0.0||Amueblada|1|1|80
2448|Se alquila habitación a chica estudiante próximo curso,próxima campus universitario Miguel de Unamuno y estación...|20|Chicas|/alquilar/habitacion-san_bernardo_campus_platina-945856909686951_109800/|San Bernardo-Campus-Platina (Salamanca Capital)|2|180|salamanca|En buen estado|0.0||0|1|0|75
